# BJD(TDB)-2450000 flux err airmass sky dx dy baserun
6518.070098 0.979640 0.009606 1.2503 79.0 -3.527 0.452 MTOTG0001166651
6518.070479 0.975422 0.009379 1.2500 79.0 -4.623 0.409 MTOTG0001166652
6518.070865 0.975835 0.009385 1.2498 79.9 -3.615 0.608 MTOTG0001166653
6518.071245 0.988481 0.009448 1.2496 81.0 -1.014 0.341 MTOTG0001166654
6518.071632 0.981198 0.009331 1.2493 81.6 -0.559 0.405 MTOTG0001166655
6518.072012 0.986492 0.009324 1.2491 79.2 -0.729 0.498 MTOTG0001166656
6518.072399 0.977805 0.009300 1.2489 77.9 -0.599 0.233 MTOTG0001166657
6518.072779 0.968913 0.009397 1.2487 78.0 -1.948 0.379 MTOTG0001166658
6518.073166 0.987000 0.009388 1.2485 78.0 -4.193 0.266 MTOTG0001166659
6518.073546 0.969355 0.009221 1.2483 76.4 -3.801 0.401 MTOTG0001166660
6518.073933 0.961473 0.009160 1.2481 75.8 -2.239 0.503 MTOTG0001166661
6518.074313 0.971256 0.009356 1.2480 75.7 -1.703 0.295 MTOTG0001166662
6518.074700 0.969787 0.009251 1.2478 75.7 -1.633 0.249 MTOTG0001166663
6518.075080 0.969682 0.009407 1.2476 75.6 -1.323 0.106 MTOTG0001166664
6518.075466 0.966682 0.009229 1.2475 75.5 -2.121 0.216 MTOTG0001166665
6518.075847 0.982256 0.009484 1.2473 75.4 -4.332 0.259 MTOTG0001166666
6518.076233 0.990116 0.009464 1.2472 75.4 -4.653 0.359 MTOTG0001166667
6518.076613 0.972876 0.009279 1.2471 75.1 -3.326 0.399 MTOTG0001166668
6518.077000 0.988190 0.009346 1.2470 75.0 -0.050 0.315 MTOTG0001166669
6518.077380 0.960889 0.009240 1.2469 75.3 -0.052 0.407 MTOTG0001166670
6518.077766 0.960348 0.009198 1.2468 75.3 0.092 0.267 MTOTG0001166671
6518.078147 0.967062 0.009370 1.2467 75.0 -0.370 0.314 MTOTG0001166672
6518.078533 0.963755 0.009392 1.2466 75.0 -2.113 0.371 MTOTG0001166673
6518.078913 0.969342 0.009348 1.2465 75.1 -3.205 0.278 MTOTG0001166674
6518.079299 0.970958 0.009299 1.2464 75.0 -1.950 0.265 MTOTG0001166675
6518.079680 0.971500 0.009441 1.2463 75.0 -0.862 0.078 MTOTG0001166676
6518.080066 0.959456 0.009272 1.2463 74.5 -0.610 0.130 MTOTG0001166677
6518.080446 0.969013 0.009376 1.2462 74.4 -0.761 0.279 MTOTG0001166678
6518.080832 0.966316 0.009313 1.2462 74.3 -0.778 0.373 MTOTG0001166679
6518.081213 0.951642 0.009255 1.2461 74.0 -2.312 0.465 MTOTG0001166680
6518.081598 0.977494 0.009313 1.2461 73.8 -4.396 0.500 MTOTG0001166681
6518.081978 0.971890 0.009474 1.2461 73.2 -3.516 0.327 MTOTG0001166682
6518.082364 0.957156 0.009322 1.2461 73.7 -0.702 0.350 MTOTG0001166683
6518.082744 0.955766 0.009113 1.2461 73.4 -0.441 0.224 MTOTG0001166684
6518.083130 0.969579 0.009141 1.2460 72.2 -0.292 0.358 MTOTG0001166685
6518.083511 0.976881 0.009132 1.2461 71.8 -0.041 0.407 MTOTG0001166686
6518.083897 0.957687 0.009256 1.2461 71.4 -2.205 0.455 MTOTG0001166687
6518.084278 0.950931 0.009088 1.2461 71.0 -3.005 0.383 MTOTG0001166688
6518.084664 0.975135 0.009152 1.2461 71.0 -2.393 0.431 MTOTG0001166689
6518.085045 0.971793 0.009135 1.2462 70.9 -1.150 0.399 MTOTG0001166690
6518.085431 0.966208 0.009058 1.2462 70.8 -0.366 0.264 MTOTG0001166691
6518.085812 0.954466 0.009051 1.2463 70.6 -0.535 0.311 MTOTG0001166692
6518.086198 0.960246 0.009202 1.2463 70.6 -0.639 0.270 MTOTG0001166693
