# Aperture radius = 15.5 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#          Lambda(A)                Flux
       9483.89744922        4.023529E+04
       9486.74022266        4.106141E+04
       9489.58299609        3.990211E+04
       9492.42479297        3.762177E+04
       9495.26854297        3.653778E+04
       9498.11131641        3.631048E+04
       9500.95506641        3.779714E+04
       9503.79881641        3.970309E+04
       9506.64158984        4.051553E+04
       9509.48631641        4.022656E+04
       9512.33006641        3.896500E+04
       9515.17576953        3.721808E+04
       9518.01951953        3.660478E+04
       9520.86326953        3.685437E+04
       9523.70799609        3.756728E+04
       9526.55467578        3.802866E+04
       9529.39940234        3.845573E+04
       9532.24412891        3.840429E+04
       9535.09080859        3.824281E+04
       9537.93651172        3.799318E+04
       9540.78221484        3.690767E+04
       9543.62889453        3.692048E+04
       9546.47459766        3.753835E+04
       9549.32127734        3.717259E+04
       9552.16893359        3.565844E+04
       9555.01658984        3.535526E+04
       9557.86326953        3.589919E+04
       9560.71092578        3.568151E+04
       9563.55858203        3.534687E+04
       9566.40623828        3.601978E+04
       9569.25487109        3.687810E+04
       9572.10155078        3.728286E+04
       9574.95018359        3.673863E+04
       9577.79979297        3.548169E+04
       9580.64940234        3.527880E+04
       9583.49803516        3.551267E+04
       9586.34764453        3.474248E+04
       9589.19627734        3.465509E+04
       9592.04588672        3.522201E+04
       9594.89549609        3.549419E+04
       9597.74608203        3.535341E+04
       9600.59666797        3.506296E+04
       9603.44725391        3.452371E+04
       9606.29783984        3.445102E+04
       9609.14940234        3.473325E+04
       9611.99901172        3.491904E+04
       9614.85057422        3.490677E+04
       9617.70213672        3.461574E+04
       9620.55467578        3.431177E+04
       9623.40623828        3.419739E+04
       9626.25877734        3.416612E+04
       9629.11131641        3.410709E+04
       9631.96190234        3.314058E+04
       9634.81541797        3.186688E+04
       9637.66795703        3.213828E+04
       9640.52147266        3.282050E+04
       9643.37498828        3.271190E+04
       9646.22850391        3.281431E+04
       9649.08201953        3.312800E+04
       9651.93651172        3.305517E+04
       9654.79002734        3.264900E+04
       9657.64451953        3.176916E+04
       9660.49901172        3.126475E+04
       9663.35252734        3.162159E+04
       9666.20897266        3.211447E+04
       9669.06346484        3.228853E+04
       9671.91893359        3.206496E+04
       9674.77440234        3.178419E+04
       9677.62987109        3.180714E+04
       9680.48533984        3.183687E+04
       9683.34276172        3.168192E+04
       9686.19823047        3.131656E+04
       9689.05467578        3.146359E+04
       9691.91112109        3.188441E+04
       9694.76854297        3.196966E+04
       9697.62498828        3.157186E+04
       9700.48241016        3.093866E+04
       9703.33983203        3.048511E+04
       9706.19725391        3.037214E+04
       9709.05565234        3.033111E+04
       9711.91307422        3.013675E+04
       9714.77147266        3.004854E+04
       9717.62987109        3.011694E+04
       9720.48924609        3.007779E+04
       9723.34764453        2.970544E+04
       9726.20701953        2.910839E+04
       9729.06639453        2.848173E+04
       9731.92576953        2.783090E+04
       9734.78416797        2.737595E+04
       9737.64451953        2.743399E+04
       9740.50584766        2.765256E+04
       9743.36522266        2.809493E+04
       9746.22655078        2.851865E+04
       9749.08690234        2.850950E+04
       9751.94725391        2.810843E+04
       9754.80760547        2.768189E+04
       9757.66991016        2.735656E+04
       9760.53123828        2.699237E+04
       9763.39256641        2.683849E+04
       9766.25389453        2.679876E+04
       9769.11717578        2.694770E+04
       9771.97850391        2.721789E+04
       9774.84080859        2.730243E+04
       9777.70311328        2.675102E+04
       9780.56639453        2.570848E+04
       9783.42967578        2.505229E+04
       9786.29295703        2.489906E+04
       9789.15526172        2.508394E+04
       9792.01951953        2.543112E+04
       9794.88475391        2.571568E+04
       9797.74901172        2.580179E+04
       9800.61229297        2.578082E+04
       9803.47557422        2.571777E+04
       9806.34178516        2.545396E+04
       9809.20506641        2.507835E+04
       9812.07030078        2.474496E+04
       9814.93651172        2.453121E+04
       9817.80174609        2.435238E+04
       9820.66795703        2.430430E+04
       9823.53319141        2.441941E+04
       9826.39940234        2.445316E+04
       9829.26463672        2.426057E+04
       9832.13182422        2.393888E+04
       9834.99901172        2.367769E+04
       9837.86522266        2.339496E+04
       9840.73241016        2.332625E+04
       9843.59959766        2.330534E+04
       9846.46678516        2.326339E+04
       9849.33592578        2.327978E+04
       9852.20311328        2.333669E+04
       9855.07030078        2.326457E+04
       9857.93846484        2.289161E+04
       9860.80662891        2.236417E+04
       9863.67576953        2.189024E+04
       9866.54491016        2.156769E+04
       9869.41405078        2.148545E+04
       9872.28319141        2.150401E+04
       9875.15233203        2.160749E+04
       9878.02147266        2.168196E+04
       9880.89256641        2.154762E+04
       9883.76170703        2.122625E+04
       9886.63280078        2.089091E+04
       9889.50194141        2.065951E+04
       9892.37303516        2.047950E+04
       9895.24412891        2.036887E+04
       9898.11424609        2.037605E+04
       9900.98436328        2.020809E+04
       9903.85741016        1.987005E+04
       9906.72850391        1.948536E+04
       9909.60155078        1.903132E+04
       9912.47264453        1.863686E+04
       9915.34373828        1.845133E+04
       9918.21678516        1.836495E+04
       9921.08885547        1.841061E+04
       9923.96287891        1.856286E+04
       9926.83494922        1.876062E+04
       9929.70799609        1.869975E+04
       9932.58299609        1.845271E+04
       9935.45604297        1.827347E+04
       9938.32908984        1.807234E+04
       9941.20311328        1.793157E+04
       9944.07811328        1.792287E+04
       9946.95116016        1.803503E+04
       9949.82616016        1.803623E+04
       9952.70116016        1.789367E+04
       9955.57616016        1.756616E+04
       9958.45116016        1.718427E+04
       9961.32616016        1.693339E+04
       9964.20213672        1.672264E+04
       9967.07811328        1.647014E+04
       9969.95311328        1.631831E+04
       9972.83104297        1.628329E+04
       9975.70701953        1.641317E+04
       9978.58299609        1.655702E+04
       9981.45897266        1.654174E+04
       9984.33787891        1.634593E+04
       9987.21483203        1.619848E+04
       9990.09178516        1.610313E+04
       9992.96873828        1.598095E+04
       9995.84764453        1.579771E+04
       9998.72557422        1.545828E+04
      10001.60350391        1.499037E+04
      10004.48143359        1.455207E+04
      10007.36033984        1.419523E+04
      10010.23924609        1.396071E+04
      10013.11815234        1.382708E+04
      10015.99608203        1.389099E+04
      10018.87694141        1.412040E+04
      10021.75584766        1.425132E+04
      10024.63573047        1.413688E+04
      10027.51658984        1.378039E+04
      10030.39647266        1.330263E+04
      10033.27733203        1.294017E+04
      10036.15623828        1.281360E+04
      10039.03807422        1.299006E+04
      10041.91893359        1.336581E+04
      10044.79979297        1.360289E+04
      10047.68162891        1.354828E+04
      10050.56248828        1.326787E+04
      10053.44530078        1.293101E+04
      10056.32616016        1.270091E+04
      10059.20897266        1.274419E+04
      10062.09178516        1.293780E+04
      10064.97362109        1.316442E+04
      10067.85643359        1.326401E+04
      10070.73924609        1.314846E+04
      10073.62303516        1.283738E+04
      10076.50584766        1.234040E+04
      10079.38963672        1.179042E+04
      10082.27342578        1.133721E+04
      10085.15721484        1.103632E+04
      10088.04100391        1.093102E+04
      10090.92479297        1.100607E+04
      10093.80955859        1.131795E+04
      10096.69530078        1.180192E+04
      10099.58006641        1.215957E+04
      10102.46580859        1.213882E+04
      10105.34959766        1.197357E+04
      10108.23631641        1.189523E+04
      10111.12010547        1.200525E+04
      10114.00682422        1.213223E+04
      10116.89451953        1.214999E+04
      10119.78026172        1.202658E+04
      10122.66795703        1.168012E+04
      10125.55272266        1.125960E+04
      10128.44139453        1.097812E+04
      10131.32616016        1.092904E+04
      10134.21385547        1.100203E+04
      10137.10350391        1.106831E+04
      10139.98826953        1.102800E+04
      10142.87791797        1.101248E+04
      10145.76561328        1.106726E+04
      10148.65330859        1.107860E+04
      10151.54198047        1.100480E+04
      10154.43065234        1.087740E+04
      10157.32127734        1.078921E+04
      10160.20897266        1.074926E+04
      10163.09959766        1.070152E+04
      10165.98826953        1.061329E+04
      10168.87694141        1.041138E+04
      10171.76854297        1.018374E+04
      10174.65819141        1.000700E+04
      10177.54686328        9.839846E+03
      10180.43944141        9.721504E+03
      10183.33006641        9.639029E+03
      10186.21971484        9.599857E+03
      10189.11229297        9.614706E+03
      10192.00389453        9.681512E+03
      10194.89256641        9.737620E+03
      10197.78514453        9.580330E+03
      10200.67674609        9.210748E+03
      10203.56932422        8.759234E+03
      10206.46190234        8.317018E+03
      10209.35350391        7.953980E+03
      10212.24998828        7.757761E+03
      10215.14158984        7.632849E+03
      10218.03514453        7.482092E+03
      10220.92772266        7.486737E+03
      10223.82127734        7.787060E+03
      10226.71483203        8.094297E+03
      10229.60741016        8.226410E+03
      10232.50291797        8.276320E+03
      10235.39451953        8.387799E+03
      10238.29100391        8.440973E+03
      10241.18553516        8.348117E+03
      10244.08104297        8.165334E+03
      10246.97557422        8.028869E+03
      10249.87108203        8.034736E+03
      10252.76756641        8.193358E+03
      10255.66112109        8.306240E+03
      10258.55760547        8.259472E+03
