# Aperture radius =  9.0 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#          Lambda(A)                Flux
       9499.12987109        2.268534E+04
       9501.97362109        2.349407E+04
       9504.81737109        2.354445E+04
       9507.66112109        2.326443E+04
       9510.50487109        2.276654E+04
       9513.34862109        2.235462E+04
       9516.19334766        2.191012E+04
       9519.03709766        2.148785E+04
       9521.88182422        2.164692E+04
       9524.72655078        2.203332E+04
       9527.57127734        2.238661E+04
       9530.41698047        2.295871E+04
       9533.26170703        2.304830E+04
       9536.10741016        2.303552E+04
       9538.95311328        2.327254E+04
       9541.79979297        2.314320E+04
       9544.64647266        2.239656E+04
       9547.49315234        2.173575E+04
       9550.33983203        2.154149E+04
       9553.18553516        2.121144E+04
       9556.03221484        2.092638E+04
       9558.87987109        2.120862E+04
       9561.72752734        2.171541E+04
       9564.57518359        2.252643E+04
       9567.42381641        2.311738E+04
       9570.27049609        2.301519E+04
       9573.11912891        2.275478E+04
       9575.96873828        2.270033E+04
       9578.81639453        2.206521E+04
       9581.66502734        2.152571E+04
       9584.51463672        2.133602E+04
       9587.36424609        2.120812E+04
       9590.21190234        2.139554E+04
       9593.06346484        2.175406E+04
       9595.91307422        2.168524E+04
       9598.76268359        2.167014E+04
       9601.61229297        2.200717E+04
       9604.46385547        2.232947E+04
       9607.31346484        2.251189E+04
       9610.16405078        2.254270E+04
       9613.01658984        2.233371E+04
       9615.86717578        2.232643E+04
       9618.71873828        2.245494E+04
       9621.57030078        2.273207E+04
       9624.42186328        2.253528E+04
       9627.27342578        2.196020E+04
       9630.12791797        2.170725E+04
       9632.97948047        2.170732E+04
       9635.83201953        2.154686E+04
       9638.68455859        2.168292E+04
       9641.53709766        2.197092E+04
       9644.39061328        2.191704E+04
       9647.24510547        2.199558E+04
       9650.09959766        2.181846E+04
       9652.95311328        2.148381E+04
       9655.80662891        2.148944E+04
       9658.66209766        2.171588E+04
       9661.51561328        2.214886E+04
       9664.37108203        2.275150E+04
       9667.22557422        2.300785E+04
       9670.08006641        2.291274E+04
       9672.93553516        2.297508E+04
       9675.79198047        2.314864E+04
       9678.64842578        2.319084E+04
       9681.50389453        2.338178E+04
       9684.35936328        2.369242E+04
       9687.21580859        2.392916E+04
       9690.07225391        2.407439E+04
       9692.92967578        2.408108E+04
       9695.78612109        2.389526E+04
       9698.64354297        2.346527E+04
       9701.49998828        2.321109E+04
       9704.35838672        2.298975E+04
       9707.21580859        2.294923E+04
       9710.07420703        2.303559E+04
       9712.93162891        2.306864E+04
       9715.79002734        2.300423E+04
       9718.64940234        2.285291E+04
       9721.50780078        2.246641E+04
       9724.36619922        2.185104E+04
       9727.22655078        2.092399E+04
       9730.08592578        2.052474E+04
       9732.94530078        2.021216E+04
       9735.80467578        2.011834E+04
       9738.66502734        2.048412E+04
       9741.52440234        2.069187E+04
       9744.38475391        2.067480E+04
       9747.24608203        2.033735E+04
       9750.10741016        2.000570E+04
       9752.96776172        1.970152E+04
       9755.82908984        1.964537E+04
       9758.69139453        1.991909E+04
       9761.55174609        2.012438E+04
       9764.41405078        2.045356E+04
       9767.27733203        2.067788E+04
       9770.13866016        2.063914E+04
       9773.00096484        2.042019E+04
       9775.86326953        2.001732E+04
       9778.72655078        1.953536E+04
       9781.58983203        1.902703E+04
       9784.45311328        1.881554E+04
       9787.31639453        1.884216E+04
       9790.18065234        1.893209E+04
       9793.04393359        1.914943E+04
       9795.90819141        1.944777E+04
       9798.77342578        1.945211E+04
       9801.63670703        1.929649E+04
       9804.50194141        1.915877E+04
       9807.36619922        1.920930E+04
       9810.23045703        1.922001E+04
       9813.09764453        1.922704E+04
       9815.96287891        1.925429E+04
       9818.82811328        1.929629E+04
       9821.69334766        1.921008E+04
       9824.56053516        1.890869E+04
       9827.42576953        1.872994E+04
       9830.29198047        1.853957E+04
       9833.16014453        1.836100E+04
       9836.02635547        1.838776E+04
       9838.89354297        1.851597E+04
       9841.76073047        1.866949E+04
       9844.62791797        1.879037E+04
       9847.49608203        1.875791E+04
       9850.36424609        1.867500E+04
       9853.23143359        1.838192E+04
       9856.10057422        1.804978E+04
       9858.96873828        1.776156E+04
       9861.83787891        1.745862E+04
       9864.70604297        1.732451E+04
       9867.57616016        1.736937E+04
       9870.44530078        1.752983E+04
       9873.31444141        1.759189E+04
       9876.18455859        1.739141E+04
       9879.05467578        1.706976E+04
       9881.92479297        1.677516E+04
       9884.79491016        1.662470E+04
       9887.66600391        1.650526E+04
       9890.53612109        1.645526E+04
       9893.40819141        1.639895E+04
       9896.27830859        1.639925E+04
       9899.14940234        1.631894E+04
       9902.02147266        1.607311E+04
       9904.89354297        1.567394E+04
       9907.76561328        1.533870E+04
       9910.63670703        1.509936E+04
       9913.50975391        1.498952E+04
       9916.38084766        1.496723E+04
       9919.25487109        1.495940E+04
       9922.12889453        1.502991E+04
       9925.00194141        1.503924E+04
       9927.87303516        1.503196E+04
       9930.74803516        1.490866E+04
       9933.62303516        1.471337E+04
       9936.49608203        1.455778E+04
       9939.37010547        1.445568E+04
       9942.24412891        1.452075E+04
       9945.11912891        1.459538E+04
       9947.99412891        1.456982E+04
       9950.86912891        1.439157E+04
       9953.74315234        1.407722E+04
       9956.61912891        1.381949E+04
       9959.49412891        1.362669E+04
       9962.37108203        1.351835E+04
       9965.24803516        1.343121E+04
       9968.12401172        1.340006E+04
       9970.99998828        1.344630E+04
       9973.87694141        1.342959E+04
       9976.75291797        1.333397E+04
       9979.63084766        1.315406E+04
       9982.50780078        1.300920E+04
       9985.38573047        1.290249E+04
       9988.26268359        1.286551E+04
       9991.14061328        1.285364E+04
       9994.01854297        1.276030E+04
       9996.89647266        1.250862E+04
       9999.77537891        1.215075E+04
      10002.65526172        1.183355E+04
      10005.53319141        1.151050E+04
      10008.41307422        1.127134E+04
      10011.29198047        1.121880E+04
      10014.17088672        1.125016E+04
      10017.05076953        1.132825E+04
      10019.92967578        1.132426E+04
      10022.81053516        1.119628E+04
      10025.69041797        1.100379E+04
      10028.57127734        1.077884E+04
      10031.45116016        1.058009E+04
      10034.33397266        1.049568E+04
      10037.21483203        1.055969E+04
      10040.09569141        1.067200E+04
      10042.97752734        1.078313E+04
      10045.85838672        1.072235E+04
      10048.74119922        1.054918E+04
      10051.62205859        1.036413E+04
      10054.50487109        1.031642E+04
      10057.38866016        1.037095E+04
      10060.27049609        1.044886E+04
      10063.15428516        1.055967E+04
      10066.03709766        1.051948E+04
      10068.92088672        1.040127E+04
      10071.80369922        1.012959E+04
      10074.68748828        9.845160E+03
      10077.57127734        9.570396E+03
      10080.45604297        9.347211E+03
      10083.34080859        9.161961E+03
      10086.22362109        9.059259E+03
      10089.10936328        9.048622E+03
      10091.99315234        9.174959E+03
      10094.87889453        9.320457E+03
      10097.76463672        9.400881E+03
      10100.64940234        9.419854E+03
      10103.53514453        9.406446E+03
      10106.42283984        9.496787E+03
      10109.30858203        9.559720E+03
      10112.19432422        9.631726E+03
      10115.08201953        9.650345E+03
      10117.96776172        9.565530E+03
      10120.85448047        9.336412E+03
      10123.74119922        9.079544E+03
      10126.62889453        8.897435E+03
      10129.51658984        8.867766E+03
      10132.40428516        8.822860E+03
      10135.29198047        8.749496E+03
      10138.18065234        8.732546E+03
      10141.06932422        8.815711E+03
      10143.95897266        8.832458E+03
      10146.84764453        8.828092E+03
      10149.73533984        8.760128E+03
      10152.62498828        8.667764E+03
      10155.51463672        8.600920E+03
      10158.40428516        8.583630E+03
      10161.29491016        8.576745E+03
      10164.18455859        8.474905E+03
      10167.07420703        8.337608E+03
      10169.96483203        8.244683E+03
      10172.85448047        8.103774E+03
      10175.74608203        7.954546E+03
      10178.63670703        7.842920E+03
      10181.53026172        7.748657E+03
      10184.41991016        7.634144E+03
      10187.31248828        7.633159E+03
      10190.20408984        7.677660E+03
      10193.09569141        7.664722E+03
      10195.98729297        7.530248E+03
      10198.87987109        7.311153E+03
      10201.77244922        7.071127E+03
      10204.66600391        6.804343E+03
      10207.55955859        6.573998E+03
      10210.45408984        6.390035E+03
      10213.34471484        6.163686E+03
      10216.23924609        6.025562E+03
      10219.13280078        6.069462E+03
      10222.02635547        6.179359E+03
      10224.92283984        6.295123E+03
      10227.81639453        6.370573E+03
      10230.71092578        6.458630E+03
      10233.60545703        6.520168E+03
      10236.50096484        6.548693E+03
      10239.39647266        6.514270E+03
      10242.29100391        6.468801E+03
      10245.18748828        6.415655E+03
      10248.08494922        6.469098E+03
      10250.98045703        6.515432E+03
      10253.87694141        6.502961E+03
      10256.77244922        6.453600E+03
      10259.66991016        6.400337E+03
      10262.56541797        6.361198E+03
