# Aperture radius = 15.5 pixels (Full_aperture_diameter = 2 * Aperture_radius)
#          Lambda(A)                Flux
       9493.75367969        6.814494E+04
       9496.63258594        6.957836E+04
       9499.51344531        7.173404E+04
       9502.39430469        7.306330E+04
       9505.27516406        7.325730E+04
       9508.15602344        7.197565E+04
       9511.03785937        6.963230E+04
       9513.91871875        6.802834E+04
       9516.80153125        6.777310E+04
       9519.68336719        6.846487E+04
       9522.56617969        7.019412E+04
       9525.44801562        7.155077E+04
       9528.33082812        7.209054E+04
       9531.21461719        7.221751E+04
       9534.09645312        7.107813E+04
       9536.98024219        6.905199E+04
       9539.86403125        6.796681E+04
       9542.74782031        6.762002E+04
       9545.63160937        6.716135E+04
       9548.51637500        6.758363E+04
       9551.40114062        6.828368E+04
       9554.28688281        6.811105E+04
       9557.17067187        6.751304E+04
       9560.05543750        6.703103E+04
       9562.94117969        6.645952E+04
       9565.82692187        6.623100E+04
       9568.71364062        6.625247E+04
       9571.59840625        6.598625E+04
       9574.48512500        6.638252E+04
       9577.37184375        6.674952E+04
       9580.25856250        6.664906E+04
       9583.14528125        6.683389E+04
       9586.03297656        6.663244E+04
       9588.92067187        6.569231E+04
       9591.80836719        6.494650E+04
       9594.69606250        6.475120E+04
       9597.58375781        6.454596E+04
       9600.47242969        6.492961E+04
       9603.36110156        6.575112E+04
       9606.24879687        6.629034E+04
       9609.13844531        6.658698E+04
       9612.02711719        6.630187E+04
       9614.91774219        6.537608E+04
       9617.80836719        6.421740E+04
       9620.69703906        6.393520E+04
       9623.58766406        6.383108E+04
       9626.47731250        6.321975E+04
       9629.36891406        6.264804E+04
       9632.25953906        6.276204E+04
       9635.15114062        6.215741E+04
       9638.04176562        6.162617E+04
       9640.93336719        6.179031E+04
       9643.82399219        6.172451E+04
       9646.71657031        6.117649E+04
       9649.60914844        6.046967E+04
       9652.50075000        5.988879E+04
       9655.39332812        5.963282E+04
       9658.28590625        5.979555E+04
       9661.17946094        6.000752E+04
       9664.07203906        6.017393E+04
       9666.96559375        6.032624E+04
       9669.85914844        6.029190E+04
       9672.75367969        6.004098E+04
       9675.64723437        5.954103E+04
       9678.54176562        5.893562E+04
       9681.43629687        5.869086E+04
       9684.33082812        5.871636E+04
       9687.22633594        5.891508E+04
       9690.12184375        5.904973E+04
       9693.01735156        5.909667E+04
       9695.91285937        5.894659E+04
       9698.80836719        5.880049E+04
       9701.70485156        5.865167E+04
       9704.60133594        5.826582E+04
       9707.49782031        5.754060E+04
       9710.39430469        5.703742E+04
       9713.29176562        5.658363E+04
       9716.18922656        5.606313E+04
       9719.08668750        5.556732E+04
       9721.98512500        5.541733E+04
       9724.88258594        5.495909E+04
       9727.78004687        5.424430E+04
       9730.67848437        5.387302E+04
       9733.57789844        5.351382E+04
       9736.47731250        5.287919E+04
       9739.37575000        5.249846E+04
       9742.27418750        5.244276E+04
       9745.17360156        5.236935E+04
       9748.07399219        5.238414E+04
       9750.97340625        5.255651E+04
       9753.87379687        5.270321E+04
       9756.77418750        5.262586E+04
       9759.67457812        5.264703E+04
       9762.57594531        5.254410E+04
       9765.47731250        5.243114E+04
       9768.37867969        5.198784E+04
       9771.28004687        5.101324E+04
       9774.18141406        4.972698E+04
       9777.08375781        4.887461E+04
       9779.98512500        4.855360E+04
       9782.88844531        4.868319E+04
       9785.78981250        4.918490E+04
       9788.69215625        4.957944E+04
       9791.59742969        4.958999E+04
       9794.50075000        4.940574E+04
       9797.40309375        4.925399E+04
       9800.30739062        4.892206E+04
       9803.21168750        4.867715E+04
       9806.11598437        4.852709E+04
       9809.01930469        4.841114E+04
       9811.92457812        4.820159E+04
       9814.82887500        4.800160E+04
       9817.73512500        4.784464E+04
       9820.63942187        4.766611E+04
       9823.54469531        4.720468E+04
       9826.45094531        4.686469E+04
       9829.35719531        4.658476E+04
       9832.26246875        4.635423E+04
       9835.16871875        4.614332E+04
       9838.07692187        4.616159E+04
       9840.98317187        4.628041E+04
       9843.89039844        4.640081E+04
       9846.79762500        4.627393E+04
       9849.70582812        4.579863E+04
       9852.61305469        4.494153E+04
       9855.52028125        4.420237E+04
       9858.42848437        4.369892E+04
       9861.33668750        4.326164E+04
       9864.24684375        4.299193E+04
       9867.15504687        4.294885E+04
       9870.06325000        4.297313E+04
       9872.97340625        4.297420E+04
       9875.88356250        4.274995E+04
       9878.79274219        4.226226E+04
       9881.70192187        4.169181E+04
       9884.61403125        4.128355E+04
       9887.52418750        4.093274E+04
       9890.43434375        4.068750E+04
       9893.34450000        4.059618E+04
       9896.25660937        4.057132E+04
       9899.16774219        4.036807E+04
       9902.07887500        4.001000E+04
       9904.99098437        3.949477E+04
       9907.90309375        3.888901E+04
       9910.81520312        3.816620E+04
       9913.72731250        3.752441E+04
       9916.63942187        3.718965E+04
       9919.55348437        3.716982E+04
       9922.46559375        3.740666E+04
       9925.37965625        3.772361E+04
       9928.29371875        3.792431E+04
       9931.20582812        3.767878E+04
       9934.12086719        3.704506E+04
       9937.03492969        3.638538E+04
       9939.94996875        3.589072E+04
       9942.86403125        3.566891E+04
       9945.77907031        3.565115E+04
       9948.69410937        3.571992E+04
       9951.61012500        3.562513E+04
       9954.52418750        3.530082E+04
       9957.44117969        3.485669E+04
       9960.35621875        3.429131E+04
       9963.27223437        3.375948E+04
       9966.18922656        3.336465E+04
       9969.10621875        3.325129E+04
       9972.02321094        3.336783E+04
       9974.93922656        3.354933E+04
       9977.85719531        3.367900E+04
       9980.77614062        3.363522E+04
       9983.69410937        3.337563E+04
       9986.61012500        3.270210E+04
       9989.52907031        3.187382E+04
       9992.44801562        3.089828E+04
       9995.36696094        3.005923E+04
       9998.28395312        2.950311E+04
      10001.20387500        2.932159E+04
      10004.12477344        2.925422E+04
      10007.04371875        2.910890E+04
      10009.96266406        2.882418E+04
      10012.88356250        2.864667E+04
      10015.80446094        2.843965E+04
      10018.72340625        2.823171E+04
      10021.64528125        2.797360E+04
      10024.56617969        2.773886E+04
      10027.48707812        2.757261E+04
      10030.40797656        2.735674E+04
      10033.32985156        2.723326E+04
      10036.25172656        2.723984E+04
      10039.17457812        2.720153E+04
      10042.09645312        2.716773E+04
      10045.01832812        2.694995E+04
      10047.94117969        2.651002E+04
      10050.86403125        2.609104E+04
      10053.78785937        2.597589E+04
      10056.71071094        2.606443E+04
      10059.63453906        2.627037E+04
      10062.55934375        2.645822E+04
      10065.48317187        2.643307E+04
      10068.40700000        2.623368E+04
      10071.33082812        2.571951E+04
      10074.25660937        2.495954E+04
      10077.18141406        2.421370E+04
      10080.10621875        2.353923E+04
      10083.03200000        2.313987E+04
      10085.95778125        2.310298E+04
      10088.88356250        2.335532E+04
      10091.80934375        2.384029E+04
      10094.73512500        2.425439E+04
      10097.66188281        2.445055E+04
      10100.58864062        2.440795E+04
      10103.51539844        2.422113E+04
      10106.44313281        2.392042E+04
      10109.37184375        2.367199E+04
      10112.29762500        2.342521E+04
      10115.22633594        2.311844E+04
      10118.15407031        2.282933E+04
      10121.08180469        2.263692E+04
      10124.01149219        2.250688E+04
      10126.93922656        2.239460E+04
      10129.86793750        2.237495E+04
      10132.79860156        2.218037E+04
      10135.72731250        2.196148E+04
      10138.65700000        2.166370E+04
      10141.58571094        2.147406E+04
      10144.51735156        2.132133E+04
      10147.44606250        2.125787E+04
      10150.37770312        2.119648E+04
      10153.30739062        2.115396E+04
      10156.23903125        2.115046E+04
      10159.16969531        2.108445E+04
      10162.10133594        2.083261E+04
      10165.03395312        2.037333E+04
      10167.96657031        1.984742E+04
      10170.89723437        1.930116E+04
      10173.82887500        1.894642E+04
      10176.76246875        1.869540E+04
      10179.69606250        1.855608E+04
      10182.62770312        1.848745E+04
      10185.56129687        1.853857E+04
      10188.49489062        1.862563E+04
      10191.42946094        1.870878E+04
      10194.36110156        1.855312E+04
      10197.29762500        1.823649E+04
      10200.23024219        1.769402E+04
      10203.16578906        1.700828E+04
      10206.09840625        1.637846E+04
      10209.03492969        1.594469E+04
      10211.97145312        1.561289E+04
      10214.90700000        1.550664E+04
      10217.84254687        1.564358E+04
      10220.77809375        1.587175E+04
      10223.71364062        1.608725E+04
      10226.64918750        1.632124E+04
      10229.58571094        1.639710E+04
      10232.52223437        1.636697E+04
      10235.46071094        1.619787E+04
      10238.39821094        1.599092E+04
      10241.33571094        1.595915E+04
      10244.27223437        1.595131E+04
      10247.20973437        1.599380E+04
      10250.14918750        1.598398E+04
      10253.08571094        1.593374E+04
      10256.02516406        1.581834E+04
      10258.96559375        1.559632E+04
      10261.90504687        1.541150E+04
      10264.84254687        1.524730E+04
      10267.78200000        1.492880E+04
      10270.72145312        1.465743E+04
      10273.66188281        1.442489E+04
      10276.60231250        1.417096E+04
      10279.54176562        1.399283E+04
